chrom,start,end,name,score,strand,feature,relative_pos
chr7,1485810048,1485810049,M6A_36,392,-,3UTR,0.9755147937311125
chr22,2863569439,2863569440,M6A_37,641,-,3UTR,0.9909606971110388
chr17,1081005185,1081005186,M6A_38,522,+,3UTR,0.9082448886805052
chr9,2218948298,2218948299,M6A_39,680,+,3UTR,0.952417848770215
chr5,2371950238,2371950239,M6A_40,920,-,CDS,0.7282644765223163
chr7,850153444,850153445,M6A_41,744,-,3UTR,0.9893242018330144
chr15,1038380819,1038380820,M6A_42,370,+,CDS,0.7648576247643616
chr6,2883651817,2883651818,M6A_43,452,+,3UTR,0.8355780364434152
chr20,1083615033,1083615034,M6A_44,101,+,CDS,0.7767364081823132
chr9,28548801,28548802,M6A_45,284,-,3UTR,0.8690477493950576
chr3,2519663087,2519663088,M6A_46,475,+,3UTR,0.9662484748819691
chr19,277772340,277772341,M6A_47,761,+,CDS,0.7000732159007709
chr7,2454592310,2454592311,M6A_48,100,+,CDS,0.7423300661407284
chr10,1168682081,1168682082,M6A_49,575,+,CDS,0.7890105519581402
chr7,1593408602,1593408603,M6A_50,718,+,3UTR,0.9022019845045535
chr13,2958462815,2958462816,M6A_51,405,-,CDS,0.6102469855215384
chr1,818030872,818030873,M6A_52,327,-,3UTR,0.8999647556390977
chr6,154018030,154018031,M6A_53,935,-,CDS,0.6956886494422378
chr8,2501783092,2501783093,M6A_54,405,-,3UTR,0.8378810881785729
chr10,648868156,648868157,M6A_55,630,-,CDS,0.6189906243766208
chr15,334409534,334409535,M6A_56,838,+,3UTR,0.9510445439673898
chr10,534147223,534147224,M6A_57,537,+,3UTR,0.884378698224852
chr5,2607286644,2607286645,M6A_58,275,-,CDS,0.7125755635627289
chr11,24057974,24057975,M6A_59,881,-,CDS,0.6731903046184081
chr12,61505893,61505894,M6A_60,217,-,3UTR,0.8120348933355382
chr1,94715558,94715559,M6A_61,567,-,CDS,0.7813386273397618
chr12,485644191,485644192,M6A_62,356,+,3UTR,0.7999954831861604
chr9,1185994677,1185994678,M6A_63,117,-,3UTR,0.9235294117647059
chr19,1038075398,1038075399,M6A_64,812,+,3UTR,0.8190050159158869
chr18,2584590168,2584590169,M6A_65,654,+,CDS,0.7602704436242811
chr17,849760076,849760077,M6A_66,859,-,3UTR,0.8357197705406748
chr7,1815257192,1815257193,M6A_67,739,-,3UTR,0.8072751098061103
chr13,1245532094,1245532095,M6A_68,199,-,5UTR,0.12647299636220424
chr8,822500223,822500224,M6A_69,316,-,CDS,0.6034295637074018
chr15,1112099408,1112099409,M6A_70,796,-,CDS,0.7296374472311895
chr11,670702120,670702121,M6A_71,261,-,3UTR,0.9936476681142611
chr20,694369752,694369753,M6A_72,322,+,3UTR,0.9800115379684629
chr12,2815922693,2815922694,M6A_73,732,+,CDS,0.6081856995632331
chr13,1964486469,1964486470,M6A_74,988,+,CDS,0.6246483095798164
chr19,2345741395,2345741396,M6A_75,477,-,3UTR,0.9819937086451893
chr19,301626520,301626521,M6A_76,911,+,3UTR,0.9686950404502286
chr8,1567499757,1567499758,M6A_77,376,+,3UTR,0.9026649026649026
chr16,414429851,414429852,M6A_78,723,-,CDS,0.6157417950859081
chr6,2844634621,2844634622,M6A_79,353,+,3UTR,0.8710137007689606
chr13,1431940312,1431940313,M6A_80,822,-,3UTR,0.9145817066062533
chr9,1998912550,1998912551,M6A_81,335,-,3UTR,0.818983719508807
chr1,200791412,200791413,M6A_82,337,+,3UTR,0.9519709794437726
chr18,75265076,75265077,M6A_83,853,-,3UTR,0.8997815444963564
chr11,1243336338,1243336339,M6A_84,752,-,3UTR,0.9968775863366187
chr2,1030640502,1030640503,M6A_85,910,-,3UTR,0.9397232770285016
chr8,932720221,932720222,M6A_86,282,+,CDS,0.6770332532051282
chr22,2538964345,2538964346,M6A_87,189,-,CDS,0.7570843315424635
chr16,1088798725,1088798726,M6A_88,517,-,3UTR,0.9110464024046591
chr16,567947735,567947736,M6A_89,575,+,3UTR,0.9278161746806236
chr14,459962971,459962972,M6A_90,996,+,5UTR,0.18708666581646596
chr21,1998140867,1998140868,M6A_91,278,-,3UTR,0.8679747904619582
chr13,607870572,607870573,M6A_92,662,-,5UTR,0.19839715048975956
chr20,2214296315,2214296316,M6A_93,580,-,CDS,0.6622861333878395
chr6,233928549,233928550,M6A_94,219,+,3UTR,0.8059633904581728
chr7,2223097813,2223097814,M6A_95,973,+,3UTR,0.9038975205224663
chr8,2969707318,2969707319,M6A_96,618,-,CDS,0.5925839502768291
chr16,67736632,67736633,M6A_97,653,-,3UTR,0.9361467889908257
chr11,2966401577,2966401578,M6A_98,264,+,5UTR,0.19049733570159857
chr19,283488079,283488080,M6A_99,188,-,CDS,0.584427921822949
chr9,46596222,46596223,M6A_100,304,+,3UTR,0.8689898544331716
chr19,2172705734,2172705735,M6A_101,975,-,CDS,0.6509468841145298
chr18,2433330046,2433330047,M6A_102,972,+,CDS,0.7706344556639212
chr12,980266750,980266751,M6A_103,242,-,5UTR,0.17626671873474567
chr10,2413639651,2413639652,M6A_104,757,-,CDS,0.6025017373175816
chr17,166593557,166593558,M6A_105,597,+,3UTR,0.8878760255241568
chr10,1703656967,1703656968,M6A_106,697,+,3UTR,0.9935419058553386
chr15,2559592765,2559592766,M6A_107,589,-,3UTR,0.9802970467032966
chr8,1640987757,1640987758,M6A_108,249,+,3UTR,0.8812870332093151
chr21,1946666272,1946666273,M6A_109,416,+,3UTR,0.9587031870825936
chr15,673217456,673217457,M6A_110,343,-,5UTR,0.18395585388955235
chr9,1684509363,1684509364,M6A_111,363,+,5UTR,0.15402567094515754
chr3,1927216605,1927216606,M6A_112,473,-,3UTR,0.9609434804797142
chr22,2500926783,2500926784,M6A_113,965,+,3UTR,0.8447202552330558
chr9,2157812944,2157812945,M6A_114,434,+,3UTR,0.8948002637382625
chr9,2862496568,2862496569,M6A_115,342,-,CDS,0.6423781906930519
chr1,165410967,165410968,M6A_116,821,+,CDS,0.6841776110068793
chr2,2385710010,2385710011,M6A_117,258,+,3UTR,0.8327833565169714
chr18,521770333,521770334,M6A_118,516,-,CDS,0.6199095022624435
chr10,2890960977,2890960978,M6A_119,922,-,3UTR,0.9088705213125394
chr4,2596447437,2596447438,M6A_120,127,+,3UTR,0.8692545125142589
chr12,2348329744,2348329745,M6A_121,667,+,3UTR,0.8247684662299526
chr17,1504085672,1504085673,M6A_122,734,-,3UTR,0.8000467552891921
chr17,1590173781,1590173782,M6A_123,394,-,CDS,0.7873131832109073
chr18,631060402,631060403,M6A_124,528,-,3UTR,0.8934769599042489
chr21,2122277018,2122277019,M6A_125,770,-,CDS,0.5628430121250798
chr12,1358146486,1358146487,M6A_126,775,-,5UTR,0.14587332053742802
chr2,2834316327,2834316328,M6A_127,890,+,CDS,0.7519539576524087
chr21,2514747700,2514747701,M6A_128,572,+,CDS,0.777027027027027
chr13,387110456,387110457,M6A_129,152,+,CDS,0.5665605207807011
chr15,1478602712,1478602713,M6A_130,716,+,3UTR,0.9038391667675911
chr17,2925959843,2925959844,M6A_131,982,-,3UTR,0.8141021266916866
chr17,2575887385,2575887386,M6A_132,812,-,CDS,0.6179338065509279
chr7,82299580,82299581,M6A_133,880,+,3UTR,0.9254161004193883
chr20,91451752,91451753,M6A_134,356,-,CDS,0.6362337014414196
chr15,1285214364,1285214365,M6A_135,949,+,CDS,0.6021584567883749
chr19,525623813,525623814,M6A_136,140,-,CDS,0.5929956370129542
chr6,2847542711,2847542712,M6A_137,746,-,3UTR,0.8100605364679339
chr11,1563631571,1563631572,M6A_138,987,-,3UTR,0.8562665048304821
chr2,927994595,927994596,M6A_139,546,-,3UTR,0.9142359244963437
chr18,814143525,814143526,M6A_140,151,+,CDS,0.6597449545985028
chr20,33010648,33010649,M6A_141,307,-,5UTR,0.002507576850916438
chr1,753114484,753114485,M6A_142,375,+,3UTR,0.8710869312230886
chr19,2337118599,2337118600,M6A_143,592,-,3UTR,0.8906233581244382
chr5,549057900,549057901,M6A_144,846,+,3UTR,0.845243276177213
chr6,1597775571,1597775572,M6A_145,446,+,3UTR,0.9458927431368376
chr21,916012379,916012380,M6A_146,645,-,3UTR,0.8973916953979914
chr21,1122683092,1122683093,M6A_147,289,-,3UTR,0.8097649186256781
chr20,2404004524,2404004525,M6A_148,784,-,CDS,0.560023911743927
chr19,772044711,772044712,M6A_149,236,+,CDS,0.6358578254892976
chr10,2161860717,2161860718,M6A_150,473,-,3UTR,0.9138584545904906
chr1,678618240,678618241,M6A_151,515,+,5UTR,0.04624093119668341
chr11,2857094012,2857094013,M6A_152,941,+,3UTR,0.8817540877043852
chr19,999043389,999043390,M6A_153,451,-,CDS,0.7790129279849066
chr5,369184860,369184861,M6A_154,133,+,3UTR,0.9176916387128836
chr17,2317360428,2317360429,M6A_155,491,-,3UTR,0.848769082657131
chr8,625632693,625632694,M6A_156,679,+,3UTR,0.8680720010265862
chr13,1990246469,1990246470,M6A_157,263,-,CDS,0.6820039803129432
chr12,2381685040,2381685041,M6A_158,221,-,CDS,0.5992190842961062
chr13,2505377930,2505377931,M6A_159,329,+,3UTR,0.8183461364663352
chr5,1332707011,1332707012,M6A_160,888,-,CDS,0.7616592929333929
chr13,2801660924,2801660925,M6A_161,956,+,CDS,0.5765484534225811
chr1,2584333190,2584333191,M6A_162,344,-,3UTR,0.8807103349380313
chr7,2512843379,2512843380,M6A_163,166,-,CDS,0.6504766812677145
chr8,2990860797,2990860798,M6A_164,481,-,3UTR,0.8478525437656678
chr10,116531701,116531702,M6A_165,371,-,3UTR,0.8433208001874394
chr15,2712309783,2712309784,M6A_166,552,+,5UTR,0.170554160045112
chr10,2523270855,2523270856,M6A_167,843,-,3UTR,0.8966623876765083
chr8,1394440432,1394440433,M6A_168,665,-,3UTR,0.9692000665225345
chr7,1414244315,1414244316,M6A_169,852,-,3UTR,0.9066052669448842
chr17,765252851,765252852,M6A_170,627,+,5UTR,0.15021219159259214
chr1,1674314334,1674314335,M6A_171,248,+,CDS,0.7598696818704485
chr22,236029671,236029672,M6A_172,478,-,CDS,0.6459572742022714
chr3,952660262,952660263,M6A_173,373,+,5UTR,0.09054476293981796
chr4,2638496109,2638496110,M6A_174,926,+,3UTR,0.9540684234858993
chr4,458965076,458965077,M6A_175,597,+,3UTR,0.8839719373988127
chr8,769603360,769603361,M6A_176,574,+,3UTR,0.9839111857355871
chr4,2588271603,2588271604,M6A_177,844,-,CDS,0.7539994038155803
chr10,1661943841,1661943842,M6A_178,727,+,CDS,0.6957129007345088
chr13,326963324,326963325,M6A_179,649,-,3UTR,0.8129667796910667
chr12,1858681272,1858681273,M6A_180,714,+,3UTR,0.8092054233501909
chr10,1678487221,1678487222,M6A_181,731,+,5UTR,0.09018498300862639
chr20,425044013,425044014,M6A_182,397,-,3UTR,0.9059427919071479
chr1,819245959,819245960,M6A_183,693,+,3UTR,0.9074639733957384
chr4,719608804,719608805,M6A_184,884,+,3UTR,0.979618642148648
chr5,17832745,17832746,M6A_185,388,-,3UTR,0.9808522439530228
chr11,2200987534,2200987535,M6A_186,689,-,3UTR,0.9471301828716278
chr3,1610295288,1610295289,M6A_187,650,-,CDS,0.5793456443195504
chr12,1541414955,1541414956,M6A_188,302,-,3UTR,0.9224288204532248
chr13,12446568,12446569,M6A_189,588,+,CDS,0.6905671686521315
chr16,1053474367,1053474368,M6A_190,207,+,CDS,0.6800890703284468
chr19,316968105,316968106,M6A_191,933,+,3UTR,0.832803396496903
chr16,1773651605,1773651606,M6A_192,985,+,3UTR,0.8579104379213159
chr20,2044275111,2044275112,M6A_193,837,-,3UTR,0.9006135968170301
chr17,796032972,796032973,M6A_194,499,+,3UTR,0.948970983812692
chr22,1941168430,1941168431,M6A_195,796,-,CDS,0.7185997829120794
chr12,30423106,30423107,M6A_196,788,-,3UTR,0.8275166092002355
chr22,2157168678,2157168679,M6A_197,133,-,3UTR,0.893928562310108
chr12,187773045,187773046,M6A_198,636,-,CDS,0.6308596879105386
chr1,1833499339,1833499340,M6A_199,942,-,3UTR,0.956562113082955
chr17,1750120180,1750120181,M6A_200,337,-,3UTR,0.9700246461153335
chr7,1243877321,1243877322,M6A_201,514,+,3UTR,0.8697015471939943
chr11,294745247,294745248,M6A_202,824,-,CDS,0.7780539093863506
chr22,1887066399,1887066400,M6A_203,226,+,CDS,0.7099596990107939
chr9,1365193258,1365193259,M6A_204,508,-,3UTR,0.9431911634282029
chr2,1541376434,1541376435,M6A_205,704,-,3UTR,0.8891444342226311
chr9,2044110428,2044110429,M6A_206,608,-,CDS,0.561303374033668
chr1,557156839,557156840,M6A_207,199,-,CDS,0.5678078972109056
chr3,2007700431,2007700432,M6A_208,199,-,3UTR,0.9999409227860814
chr21,703490448,703490449,M6A_209,281,-,3UTR,0.9938904217579819
chr4,1435239929,1435239930,M6A_210,162,-,3UTR,0.8914976065648507
chr22,2754783687,2754783688,M6A_211,315,-,3UTR,0.9978094843407732
chr21,2398507979,2398507980,M6A_212,730,-,3UTR,0.9070857834997167
chr18,1054223084,1054223085,M6A_213,247,-,CDS,0.7912106228123784
chr10,186136710,186136711,M6A_214,343,+,3UTR,0.8455601730133152
chr20,1634107468,1634107469,M6A_215,957,-,3UTR,0.8576757532281205
chr2,201002936,201002937,M6A_216,342,+,3UTR,0.987163893579585
chr15,2755870115,2755870116,M6A_217,636,+,3UTR,0.8679665738161559
chr20,1027420127,1027420128,M6A_218,159,+,CDS,0.7851991450921764
chr19,2644793957,2644793958,M6A_219,470,+,3UTR,0.9525153927016069
chr14,2439443754,2439443755,M6A_220,738,-,3UTR,0.8751057154549174
chr2,1337759383,1337759384,M6A_221,439,-,3UTR,0.8901303538175046
chr19,1636325269,1636325270,M6A_222,273,-,3UTR,0.9075763957134166
chr12,420962104,420962105,M6A_223,838,-,3UTR,0.840228172923931
chr22,2095126067,2095126068,M6A_224,512,+,3UTR,0.9063466588853224
chr6,159451404,159451405,M6A_225,102,+,CDS,0.5969139238744694
chr16,774476810,774476811,M6A_226,745,-,3UTR,0.9196162372907271
chr12,1619993279,1619993280,M6A_227,263,-,3UTR,0.9392794886693783
chr11,994829261,994829262,M6A_228,887,+,3UTR,0.9311839733497616
chr3,558498628,558498629,M6A_229,552,+,CDS,0.6639467638437773
chr4,1366002823,1366002824,M6A_230,429,+,3UTR,0.9372304234250654
chr12,640799801,640799802,M6A_231,606,+,CDS,0.6150008064949728
chr3,2235945577,2235945578,M6A_232,261,+,5UTR,0.03558577561605082
chr9,1099088931,1099088932,M6A_233,808,-,CDS,0.7177105495303825
chr10,863573319,863573320,M6A_234,192,-,CDS,0.7701217701217701
chr1,135229850,135229851,M6A_235,670,-,3UTR,0.9879650939777522
chr18,1643932283,1643932284,M6A_236,900,+,CDS,0.6749458243040507
chr18,370800153,370800154,M6A_237,173,-,3UTR,0.991255157381218
chr1,2077557355,2077557356,M6A_238,630,+,CDS,0.7255665070007369
chr15,1696086626,1696086627,M6A_239,137,-,3UTR,0.959861180875839
chr22,1875321361,1875321362,M6A_240,484,-,CDS,0.5856648437293599
chr10,948763322,948763323,M6A_241,866,+,CDS,0.643633071816536
chr22,1769792424,1769792425,M6A_242,461,+,3UTR,0.8034918846961241
chr22,2887114367,2887114368,M6A_243,143,-,3UTR,0.9220890410958904
chr2,1632023216,1632023217,M6A_244,492,+,CDS,0.640871353492269
chr2,2133999184,2133999185,M6A_245,957,-,3UTR,0.919134219320743
chr6,208614707,208614708,M6A_246,316,-,3UTR,0.9801575260234574
chr16,584955347,584955348,M6A_247,800,+,CDS,0.5600477790824796
chr8,1184585380,1184585381,M6A_248,956,+,CDS,0.7303545915053903
chr4,747819660,747819661,M6A_249,890,-,CDS,0.7593485629254044
chr12,1058752467,1058752468,M6A_250,162,+,3UTR,0.9949389371768071
chr20,1730853641,1730853642,M6A_251,115,+,3UTR,0.9736842105263158
chr14,645970963,645970964,M6A_252,311,+,CDS,0.5975839143830063
chr12,2707582159,2707582160,M6A_253,959,+,3UTR,0.8844743424727396
chr19,607374285,607374286,M6A_254,972,+,3UTR,0.8872694294644448
chr20,2552091741,2552091742,M6A_255,935,+,CDS,0.7835619224734119
chr1,1762779162,1762779163,M6A_256,314,-,CDS,0.5914989509674411
chr6,2607137030,2607137031,M6A_257,120,+,3UTR,0.9161631008764767
chr22,2383568784,2383568785,M6A_258,821,-,CDS,0.5726498849146907
chr6,2936845281,2936845282,M6A_259,277,+,3UTR,0.9897891366080599
chr13,2089696359,2089696360,M6A_260,321,-,3UTR,0.8925615392884015
chr19,2737929006,2737929007,M6A_261,676,-,3UTR,0.852469195424503
chr19,1784362894,1784362895,M6A_262,528,+,3UTR,0.8613439271353132
chr8,688643756,688643757,M6A_263,138,+,5UTR,0.1122715404699739
chr9,2716820415,2716820416,M6A_264,216,+,3UTR,0.8286328169173357
chr22,2121907235,2121907236,M6A_265,598,-,CDS,0.770106564793405
chr18,2012124780,2012124781,M6A_266,764,-,3UTR,0.9880396075308401
chr22,1103515651,1103515652,M6A_267,917,-,CDS,0.718588817825459
chr6,2308838982,2308838983,M6A_268,103,-,5UTR,0.12473684210526316
chr9,2545825285,2545825286,M6A_269,726,-,5UTR,0.00041330077024234453
chr1,832612342,832612343,M6A_270,515,-,3UTR,0.8177983681371871
chr13,1212587122,1212587123,M6A_271,731,+,CDS,0.7798672713489646
chr12,1252465456,1252465457,M6A_272,764,-,3UTR,0.8881493876930098
chr12,2635914882,2635914883,M6A_273,458,+,3UTR,0.8616385436787055
chr3,1402981162,1402981163,M6A_274,591,+,CDS,0.664136319433357
chr2,1370856573,1370856574,M6A_275,771,-,3UTR,0.8505622302257169
chr13,1535012272,1535012273,M6A_276,292,-,3UTR,0.8619913548964078
chr11,1636302640,1636302641,M6A_277,340,-,CDS,0.7869842002836692
chr20,2118045548,2118045549,M6A_278,319,-,3UTR,0.8076011362523263
chr21,2000326476,2000326477,M6A_279,722,-,5UTR,0.04475539134764039
chr11,2337823699,2337823700,M6A_280,601,-,CDS,0.6485823688852558
chr9,1397426420,1397426421,M6A_281,652,+,3UTR,0.9087052483733196
chr17,1626867901,1626867902,M6A_282,187,+,CDS,0.7742723386932627
chr22,1505858951,1505858952,M6A_283,887,+,CDS,0.7377933694403414
chr16,1470327542,1470327543,M6A_284,869,-,CDS,0.6051368218915026
chr2,268064108,268064109,M6A_285,457,+,CDS,0.7505941347022197
chr6,99253498,99253499,M6A_286,473,-,CDS,0.6342817218491635
chr5,1863882290,1863882291,M6A_287,541,+,3UTR,0.982893438267075
chr5,724643868,724643869,M6A_288,929,-,3UTR,0.9507237960927455
chr8,2907297785,2907297786,M6A_289,856,-,3UTR,0.8735749143391133
chr15,613750902,613750903,M6A_290,633,+,CDS,0.7406327209228883
chr18,1932512799,1932512800,M6A_291,730,-,CDS,0.6531749952115488
chr10,1500573812,1500573813,M6A_292,561,-,3UTR,0.847464982036895
chr14,76606985,76606986,M6A_293,908,+,5UTR,0.029759016658579978
chr7,1822335215,1822335216,M6A_294,273,+,3UTR,0.8827620926314059
chr16,2923025106,2923025107,M6A_295,280,+,CDS,0.7583256341340501
chr9,5068757,5068758,M6A_296,109,-,CDS,0.7434396162528216
chr5,24521099,24521100,M6A_297,407,+,3UTR,0.8958602307275831
chr3,1878198119,1878198120,M6A_298,974,+,5UTR,0.14708324229844877
chr22,2874389363,2874389364,M6A_299,547,+,3UTR,0.8139362208472156
chr15,1084365754,1084365755,M6A_300,426,+,CDS,0.5711715763436024
chr16,1970614005,1970614006,M6A_301,462,+,CDS,0.5710464301636838
chr2,2701017908,2701017909,M6A_302,153,+,3UTR,0.9255214338119694
chr2,1736974321,1736974322,M6A_303,676,+,CDS,0.7394782608695653
chr21,2801030142,2801030143,M6A_304,472,+,CDS,0.636787025368473
chr17,1673015460,1673015461,M6A_305,592,-,3UTR,0.8515110855536387
chr6,1538520666,1538520667,M6A_306,157,+,CDS,0.6435527557138074
chr17,1312312505,1312312506,M6A_307,858,+,CDS,0.5627507163323783
chr9,1144046,1144047,M6A_308,731,-,3UTR,0.8804719373690595
chr22,1881542269,1881542270,M6A_309,999,-,CDS,0.6381453854029545
chr14,2494345529,2494345530,M6A_310,173,-,CDS,0.7870782940802037
chr20,2180258266,2180258267,M6A_311,158,+,3UTR,0.8187627728938918
chr15,1931128441,1931128442,M6A_312,452,+,CDS,0.7802877184639163
chr7,959974975,959974976,M6A_313,528,+,3UTR,0.8133471781775321
chr7,2774883226,2774883227,M6A_314,784,+,5UTR,0.07567939456484347
chr1,2327522576,2327522577,M6A_315,376,-,5UTR,0.07082394074619312
chr18,2809290121,2809290122,M6A_316,395,-,3UTR,0.863607769127939
chr3,1354921941,1354921942,M6A_317,984,-,CDS,0.5941689444227515
chr2,1318751784,1318751785,M6A_318,803,-,CDS,0.6317697997474292
chr11,2015578894,2015578895,M6A_319,540,+,3UTR,0.861627523885725
chr22,1812703213,1812703214,M6A_320,478,+,5UTR,0.10228566195229809
chr6,1860871652,1860871653,M6A_321,820,+,5UTR,0.06013853268442416
chr21,2863776878,2863776879,M6A_322,286,-,CDS,0.7272914521112256
chr9,2680693705,2680693706,M6A_323,717,+,3UTR,0.8324154209284028
chr2,170740912,170740913,M6A_324,635,-,3UTR,0.9281519588444797
chr20,2514063706,2514063707,M6A_325,131,+,CDS,0.5851528384279476
chr1,1039809175,1039809176,M6A_326,298,-,3UTR,0.8808616128158657
chr10,2430119049,2430119050,M6A_327,216,+,CDS,0.5916539276423418
chr2,2929912509,2929912510,M6A_328,896,+,3UTR,0.9063272558714462
chr13,2340191087,2340191088,M6A_329,152,+,3UTR,0.9917460624526446
chr2,787890813,787890814,M6A_330,214,+,3UTR,0.9532424247279953
chr4,793824836,793824837,M6A_331,158,+,3UTR,0.9440214477211796
chr1,1582301145,1582301146,M6A_332,711,+,3UTR,0.9351685213779883
chr4,103226195,103226196,M6A_333,326,+,3UTR,0.934507764604852
chr22,854475403,854475404,M6A_334,766,-,3UTR,0.9068800898623982
chr12,487058116,487058117,M6A_335,926,+,5UTR,0.1839390533283377
chr10,1373361940,1373361941,M6A_336,858,-,CDS,0.6999120492524187
chr14,899395302,899395303,M6A_337,408,-,3UTR,0.9887778940277758
chr12,2523346774,2523346775,M6A_338,234,+,CDS,0.7680755580324407
chr2,1279612574,1279612575,M6A_339,183,+,3UTR,0.8220490305232864
chr14,1206398240,1206398241,M6A_340,651,+,5UTR,0.09932560590094837
chr19,1205263008,1205263009,M6A_341,304,+,3UTR,0.8385869565217391
chr8,2107144996,2107144997,M6A_342,577,-,3UTR,0.992897105327171
chr5,98385309,98385310,M6A_343,223,+,CDS,0.6828815977175463
chr3,459830919,459830920,M6A_344,733,-,3UTR,0.8555649826455842
chr1,1626496680,1626496681,M6A_345,314,-,5UTR,0.09518935516888434
chr16,1397553245,1397553246,M6A_346,688,+,3UTR,0.9776094113090628
chr21,1108890525,1108890526,M6A_347,709,+,3UTR,0.987196053095266
chr6,2884420066,2884420067,M6A_348,256,+,3UTR,0.9695130339087971
chr8,603396097,603396098,M6A_349,613,+,CDS,0.6348343652665162
chr11,1692411400,1692411401,M6A_350,484,-,CDS,0.5782096706961234
chr8,105768210,105768211,M6A_351,735,-,3UTR,0.896985294117647
chr11,2852190565,2852190566,M6A_352,853,+,CDS,0.7745310447794703
chr4,769257048,769257049,M6A_353,981,-,CDS,0.7386615380870073
chr16,2250456898,2250456899,M6A_354,452,+,3UTR,0.9830688768726177
chr1,1675555633,1675555634,M6A_355,135,-,CDS,0.6366260923845194
chr14,1762869297,1762869298,M6A_356,160,+,3UTR,0.8129387319593419
chr6,977977663,977977664,M6A_357,994,-,3UTR,0.9779411764705882
chr21,2464601819,2464601820,M6A_358,115,+,CDS,0.6883978467059728
chr14,854168427,854168428,M6A_359,508,+,CDS,0.7638683464903684
chr20,1391323377,1391323378,M6A_360,792,+,CDS,0.7777367360644728
chr15,2008518343,2008518344,M6A_361,221,-,CDS,0.5982464980348685
chr4,1343377696,1343377697,M6A_362,715,+,3UTR,0.8298594568842306
chr3,1624453358,1624453359,M6A_363,159,-,3UTR,0.9878017789072427
chr19,992527824,992527825,M6A_364,551,-,CDS,0.6355479403445095
chr3,1076022097,1076022098,M6A_365,869,-,3UTR,0.9018160515524312
chr10,1143058752,1143058753,M6A_366,605,+,3UTR,0.8906511927788524
chr9,1802612845,1802612846,M6A_367,700,+,5UTR,0.17126468178093418
chr2,1919019085,1919019086,M6A_368,740,-,5UTR,0.07438915062849295
chr22,1888136506,1888136507,M6A_369,541,-,3UTR,0.8240726199076546
chr20,2794351517,2794351518,M6A_370,275,-,3UTR,0.9572347577674438
chr9,1527605505,1527605506,M6A_371,384,+,3UTR,0.8952389443651926
chr19,823671043,823671044,M6A_372,269,-,3UTR,0.9374515496511575
chr15,680112591,680112592,M6A_373,180,-,CDS,0.6558732930704116
chr3,769552015,769552016,M6A_374,429,+,CDS,0.7740128815457855
chr12,1038110740,1038110741,M6A_375,561,-,3UTR,0.8857609414432044
chr5,1482316933,1482316934,M6A_376,110,-,CDS,0.6691915977084659
chr7,1629202839,1629202840,M6A_377,147,+,3UTR,0.9398686787236493
chr14,34125568,34125569,M6A_378,257,-,3UTR,0.9103027084439724
